"key","message","comment","context"
"App Portal","Portal de aplicaciones",,
"Can confirm online","Puede confirmar en línea",,
"Can pay online","Puede pagar en línea",,
"Code","Código",,
"Electronic signature","Firma electrónica",,
"Manage invoices","Gestionar facturas",,
"Manage sale orders","Gestionar los pedidos de venta",,
"Manage tickets","Gestión de tickets",,
"Name","Nombre",,
"Online payment method","Método de pago en línea",,
"Online payment methods","Métodos de pago en línea",,
"Password","Contraseña",,
"value:Portal","valor:Portal",,
