"key","message","comment","context"
"App Portal","Portale delle applicazioni",,
"Can confirm online","Può confermare online",,
"Can pay online","Può pagare online",,
"Code","Codice",,
"Electronic signature","Firma elettronica",,
"Manage invoices","Gestire le fatture",,
"Manage sale orders","Gestire gli ordini di vendita",,
"Manage tickets","Gestire i biglietti",,
"Name","Nome",,
"Online payment method","Metodo di pagamento online",,
"Online payment methods","Metodi di pagamento online",,
"Password","La password",,
"value:Portal","valore:Portale",,
