"key","message","comment","context"
"${fullName} plan. st. move","План. Ст. Шаг вперед.",,
"${fullName} real st. move","Настоящий стрит-движок.",,
"0.00",,,
"0.50",,,
"1.00",,,
"1.50",,,
"2.00",,,
"2.50",,,
"3.00",,,
"3.50",,,
"4.00",,,
"4.50",,,
"5.00",,,
"<B>%s or %s</B> not found","<B>%s или %s</B> не найдено",,
"A cancel reason must be selected","Должна быть выбрана причина отмены.",,
"A partial stock move has been generated (%s)","Произошло частичное перемещение запасов (%s)",,
"ABC analysis",,,
"AbcAnalysis.stockLocation",,,
"Account selection to carrier","Выбор аккаунта перевозчику",,
"Accounting family",,,
"Accounting value",,,
"Add","Добавить",,
"Address","Адрес",,
"Alert","Тревога",,
"All storable products used in DEB must have net mass and mass unit information for customs.","Все товары длительного хранения, используемые в DEB, должны иметь информацию о массе нетто и единицах массы для таможни.",,
"Allocate all",,,
"Allocations of costs","Ассигнования на покрытие расходов",,
"An error occurred while importing the file data, product not found with code :","При импорте файловых данных возникла ошибка, продукт не найден с кодом :",,
"An error occurred while importing the file data, there are multiple products with code :","При импорте файловых данных возникла ошибка, есть несколько продуктов с кодом :",,
"An error occurred while importing the file data. Please contact your application administrator to check Traceback logs.","При импорте файловых данных возникла ошибка. Пожалуйста, свяжитесь с администратором приложения, чтобы проверить журналы отслеживания трассировки.",,
"An incoming partial stock move has been generated (%s)","Произошло частичное перемещение входящего запаса (%s).",,
"An outgoing partial stock move has been generated (%s)","Произошло частичное перемещение исходящих запасов (%s)",,
"App stock","Склад приложений",,
"Are you sure you want to change status to  ""Collected "" ?",,,
"Are you sure you want to go back to provision ?",,,
"Are you sure you want to realize this stock move?","Ты уверен, что хочешь реализовать этот шаг?",,
"Are you sure you want to validate the carrier?",,,
"Arrival product qty","Прибытие продукта qty",,
"Arrivals History","История прибытия",,
"Authorized",,,
"Auto product tracking Nbr. order","Автоматическое отслеживание товара Nbr. заказ",,
"Auto sale tracking Nbr. order","Отслеживание заказов на поставку автомобилей Nbr.",,
"Auto select product tracking Nbr.","Автоматический выбор отслеживания продукции Nbr.",,
"Auto select sale tracking Nbr.","Автоматический выбор отслеживания продаж Nbr.",,
"Av. for product","Av. за продукт",,
"Availability request","Запрос на наличие",,
"Available","В наличии",,
"Available qty","Доступно qty",,
"Available qty for product","Доступно qty для продукта",,
"Available status","Доступный статус",,
"Average Price","Средняя цена",,
"Back to provision","Назад к резерву",,
"Backorder",,,
"Backorder Id",,,
"Backorder Stock Move",,,
"Bad stock location lines","Плохое расположение складских запасов",,
"Bad stock move type","Плохой тип перемещения запасов",,
"Barter","Бартер",,
"Both source location address and delivery (to) address are required to define the delivery itinerary","Для определения маршрута доставки требуются как адрес местонахождения источника, так и адрес доставки (до).",,
