"key","message","comment","context"
"${fullName} plan. st. move","${fullName} plan. st. move",,
"${fullName} real st. move","${fullName} echte st. move",,
"0.00",,,
"0.50",,,
"1.00",,,
"1.50",,,
"2.00",,,
"2.50",,,
"3.00",,,
"3.50",,,
"4.00",,,
"4.50",,,
"5.00",,,
"<B>%s or %s</B> not found","<B>%s of %s</B> niet gevonden",,
"<span class='label label-warning'>Warning : Delivery address is missing.</span>",,,
"A cancel reason must be selected","Er moet een annuleringsreden worden gekozen",,
"A partial stock move has been generated (%s)","Er is een gedeeltelijke voorraadmutatie gegenereerd (%s)",,
"ABC analysis",,,
"AbcAnalysis.stockLocation",,,
"Account selection to carrier","Account selectie naar drager",,
"Accounting family",,,
"Accounting value",,,
"Add","Toevoegen",,
"Address","Adres",,
"Alert","Alarm",,
"All storable products used in DEB must have net mass and mass unit information for customs.","Alle in DEB gebruikte producten die kunnen worden opgeslagen, moeten voorzien zijn van informatie over de nettomassa en de massa-eenheid voor de douane.",,
"Allocate all",,,
"Allocations of costs","Toerekening van kosten",,
"An error occurred while importing the file data, product not found with code :","Er is een fout opgetreden tijdens het importeren van de bestandsgegevens, product niet gevonden met code :.",,
"An error occurred while importing the file data, there are multiple products with code :","Er is een fout opgetreden bij het importeren van de bestandsgegevens, er zijn meerdere producten met code :.",,
"An error occurred while importing the file data. Please contact your application administrator to check Traceback logs.","Er is een fout opgetreden tijdens het importeren van de bestandsgegevens. Neem contact op met de beheerder van uw applicatie om de Traceback logs te controleren.",,
"An incoming partial stock move has been generated (%s)","Er is een inkomende gedeeltelijke voorraadverplaatsing gegenereerd (%s)",,
"An outgoing partial stock move has been generated (%s)","Er is een uitgaande gedeeltelijke voorraadmutatie gegenereerd (%s)",,
"App stock","App voorraad",,
"Are you sure you want to change status to  ""Collected "" ?",,,
"Are you sure you want to go back to provision ?",,,
"Are you sure you want to realize this stock move?","Weet u zeker dat u deze voorraadverhuizing wilt realiseren?",,
"Are you sure you want to validate the carrier?",,,
"Arrival product qty","Aankomst product qty",,
"Arrivals History","Aankomst Geschiedenis",,
"Auto product tracking Nbr. order","Auto product tracking Nbr. order",,
"Auto sale tracking Nbr. order","Autoverkoop die Nbr. orde volgen",,
"Auto select product tracking Nbr.","Automatisch productvolgsysteem Nbr.",,
"Auto select sale tracking Nbr.","Autoselectie verkoop het volgen van Nbr.",,
