"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.marketing.all";"com.axelor.apps.marketing.db.*";"x";"x";"x";"x";"x";;;"role.admin"
"perm.marketing.Campaign.r";"com.axelor.apps.marketing.db.Campaign";"x";;;;;;;"role.marketing.r"
"perm.marketing.TargetList.r";"com.axelor.apps.marketing.db.TargetList";"x";;;;;;;"role.marketing.r"
"perm.marketing.CampaignAttendee.r";"com.axelor.apps.marketing.db.CampaignAttendee";"x";;;;;;;"role.marketing.r"
"perm.marketing.CampaignType.r";"com.axelor.apps.marketing.db.CampaignType";"x";;;;;;;"role.marketing.r"
"perm.marketing.Campaign.rwc";"com.axelor.apps.marketing.db.Campaign";"x";"x";"x";;;;;"role.marketing.rwc"
"perm.marketing.TargetList.rwc";"com.axelor.apps.marketing.db.TargetList";"x";"x";"x";;;;;"role.marketing.rwc"
"perm.marketing.CampaignAttendee.rwc";"com.axelor.apps.marketing.db.CampaignAttendee";"x";"x";"x";;;;;"role.marketing.rwc"
"perm.marketing.CampaignType.rwc";"com.axelor.apps.marketing.db.CampaignType";"x";"x";"x";;;;;"role.marketing.rwc"
"perm.marketing.Campaign.rwcde";"com.axelor.apps.marketing.db.Campaign";"x";"x";"x";"x";"x";;;"role.marketing.rwcde"
"perm.marketing.TargetList.rwcde";"com.axelor.apps.marketing.db.TargetList";"x";"x";"x";"x";"x";;;"role.marketing.rwcde"
"perm.marketing.CampaignAttendee.rwcde";"com.axelor.apps.marketing.db.CampaignAttendee";"x";"x";"x";"x";"x";;;"role.marketing.rwcde"
"perm.marketing.CampaignType.rwcde";"com.axelor.apps.marketing.db.CampaignType";"x";"x";"x";"x";"x";;;"role.marketing.rwcde"
