"key","message","comment","context"
"<br>Mapping for the query :<br>First Name -> :firstName <br>Last Name -> :lastName <br>Email -> :email <br>Phone -> :phone <br>","<br>查询映射：<br>名字 -> :firstName <br>姓氏 -> :lastName <br>电子邮件 -> :email <br>电话 -> :phone <br>",,
"A replacement object is missing for model %s.","模型 %s 缺少替换对象。",,
"Access","访问",,
"Activate","激活",,
"Active","活跃",,
"Anonymization result","匿名化结果",,
"App","应用",,
"App GDPR","GDPR 应用",,
"App gdpr","GDPR 应用",,
"Archive","归档",,
"Archive data","归档数据",,
"Are you sure to cancel the request ?","您确定要取消此请求吗？",,
"Are you sure to confirm the request ?","您确定要确认此请求吗？",,
"Can not find object.","无法找到对象。",,
"Cancel","取消",,
"Canceled","已取消",,
"Code","代码",,
"Comment","评论",,
"Configurations","配置",,
"Configure how the app will search the datas","配置应用如何搜索数据。",,
"Configure request origins","配置请求来源。",,
"Confirm","确认",,
"Confirmed","已确认",,
"Data file","数据文件",,
"Data processed","数据已处理",,
"Datas to exclude configuration","数据排除配置",,
"Description","描述",,
"Draft","草稿",,
"Due sending date","发送截止日期",,
"Elements to be excluded from the access request","访问请求中要排除的元素",,
"Email","电子邮件",,
"Email template for access request response","访问请求响应的电子邮件模板",,
"Email template for erasure request response","擦除请求响应的电子邮件模板",,
"Email template to send when responding to an access request.","响应访问请求时发送的电子邮件模板。",,
"Email template to send when responding to an erasure request.","响应擦除请求时发送的电子邮件模板。",,
"Erasure","擦除",,
"Error occurred","发生错误。",,
"Error while sending the mail : %s","发送邮件时出错 : %s",,
"Field %s of model %s has not been anonymized. Please check manually.","模型 %s 的字段 %s 未被匿名化。请手动检查。",,
"Field displayed in the result of the research","搜索结果中显示的字段",,
"Fields","字段",,
"First name","名字",,
"GDPR","GDPR",,
"GDPR Processing Register Log","GDPR 处理注册日志",,
"GDPR Request","GDPR 请求",,
"GDPR app","GDPR 应用",,
"GDPR erasure log","GDPR 擦除日志",,
"GDPR erasure logs","GDPR 擦除日志",,
"GDPR processing register log","GDPR 处理注册日志",,
"GDPR processing register logs","GDPR 处理注册日志",,
"GDPR processing registers","GDPR 处理注册",,
"GDPR search configuration","GDPR 搜索配置",,
"GDPR search configuration lines","GDPR 搜索配置行",,
"GDPRRequest.title","请求",,
"Gdpr processing register log list","GDPR 处理注册日志列表",,
"Gdpr processing register rule list","GDPR 处理注册规则列表",,
"Impossible to link with the children meta field %s, no mappedBy field found.","无法链接到子元字段 %s，未找到 mappedBy 字段。",,
"Indicate which date should be verified. If one of the date is after the retention date, the data will not be archived.","指示应验证的日期。如果其中一个日期晚于保留日期，数据将不会被归档。",,
"JPQL filter to add to the query","要添加到查询的 JPQL 过滤器",,
"Key","键",,
"Label","标签",,
"Last name","姓氏",,
"Lead","线索",,
"Mapping","映射",,
"Maximum days to respond","最大响应天数",,
"Maximum number of days to respond to a request.","响应请求的最大天数。",,
"Meta model","元模型",,
"Missing response email address","缺少响应电子邮件地址。",,
"Model","模型",,
"Model %s has been anonymized using the anonymizer %s.","模型 %s 已使用匿名化器 %s 进行匿名化。",,
"Model id","模型 ID",,
"Model log","模型日志",,
"Model to search","要搜索的模型",,
"Models","模型",,
"Name","名称",,
"Name of the key for the search engine","搜索引擎的键名称",,
"No anonymizer found in app GDPR configuration.","在 GDPR 应用配置中未找到匿名化器。",,
"Number of records","记录数量",,
"Partner","合作伙伴",,
"Phone","电话",,
"Please configure a mail template for access request response.","请配置访问请求响应的电子邮件模板。",,
"Please configure a mail template for erasure request response.","请配置擦除请求响应的电子邮件模板。",,
"Please enter at least one field.","请至少输入一个字段。",,
"Please select a line","请选择一行",,
"Please select at least a pseudonymizer and/or choose to archive the data.","请选择至少一个匿名化器和/或选择归档数据。",,
"Please select only one line","请选择一行",,
"Processed finished","处理完成。",,
"Processing date","处理日期",,
"Processing register","处理注册",,
"Processing register - Archiving","处理注册 - 归档",,
"Processing register rule","处理注册规则",,
"Processing register rules","处理注册规则",,
"Pseudonymizer","匿名化器",,
"Pseudonymizer template to use when pseudonymizing datas.","数据匿名化时使用的匿名化器模板。",,
"Query","查询",,
"Received","已接收",,
"Reference","参考",,
"Register created","注册已创建",,
"Relationship Anonymizer","关系匿名化器",,
"Relationship anonymizer","关系匿名化器",,
"Request date","请求日期",,
"Request origin","请求来源",,
"Requests","请求",,
"Requests origin","请求来源",,
"Requests origins","请求来源",,
"Response","响应",,
"Response email address","响应电子邮件地址",,
"Response message","响应消息",,
"Restore","恢复",,
"Results","结果",,
"Retention period (in months)","保留期（月）",,
"Rule","规则",,
"Run process","运行处理",,
"Search","搜索",,
"Search configuration","搜索配置",,
"Search configuration line","搜索配置行",,
"Search configuration lines","搜索配置行",,
"Search configurations","搜索配置",,
"Select fields to exclude from the access request response. Leave empty if all fields should be excluded.","选择要从访问请求响应中排除的字段。如果要排除所有字段，请留空。",,
"Send Response","发送响应",,
"Sending date","发送日期",,
"Sent","已发送",,
"Status","状态",,
"This field doesn't exist.","此字段不存在。",,
"Type","类型",,
"com.axelor.apps.gdpr.job.ProcessingRegisterJob",,,
"result","结果",,
"value:GDPR","GDPR",,
