"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.message.EmailAddress.r";"com.axelor.apps.message.db.EmailAddress";"x";;;;;;;"Base Read"
"perm.message.EmailAccount.r";"com.axelor.apps.message.db.EmailAccount";"x";;;;;;;"Base Read"
"perm.message.Message.r";"com.axelor.apps.message.db.Message";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base Read"
"perm.message.Template.r";"com.axelor.apps.message.db.Template";"x";;;;;;;"Base Read"
"perm.message.EmailAddress.rwc";"com.axelor.apps.message.db.EmailAddress";"x";"x";"x";;;;;"Base User"
"perm.message.EmailAccount.rwc";"com.axelor.apps.message.db.EmailAccount";"x";"x";"x";;;;;"Base User"
"perm.message.Message.rwc";"com.axelor.apps.message.db.Message";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base User"
"perm.message.Template.rwc";"com.axelor.apps.message.db.Template";"x";"x";"x";;;;;"Base User"
"perm.message.EmailAddress.rwcde";"com.axelor.apps.message.db.EmailAddress";"x";"x";"x";"x";"x";;;"Base Manager"
"perm.message.EmailAccount.rwcde";"com.axelor.apps.message.db.EmailAccount";"x";"x";"x";"x";"x";;;"Base Manager"
"perm.message.Message.rwcde";"com.axelor.apps.message.db.Message";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base Manager"
"perm.message.Template.rwcde";"com.axelor.apps.message.db.Template";"x";"x";"x";"x";"x";;;"Base Manager"
